 aaaammgghhpp  ARGEME   ARMVAL   AVECAB   CAIROM   CAMINA   CARASC   FORNOL   IMPERU   MOLINE   MURIAL   NERV01   NEVCIS   PORTOV   SANTUA   STSGIU   VOBBIE   QUAZQU   BOLSTE   POLCAM   BISMOL   ROVEGN   SCRISO   CAMPST 
 202010021600    12.67     0.07    17.66     0.97    11.64    90.84   275.08     0.00     8.12     0.03     2.53     4.09    22.05     0.07     0.00    17.71     0.00     0.79    37.80    18.05    87.20    85.70    21.88
 202010021700    22.38     0.04    17.83     1.03    11.17    88.00   252.46     0.00    15.25     0.10     4.33     3.27    37.00     0.08     0.00    24.86     0.00     1.04    49.43    30.26    74.78    85.81    34.36
 202010021800    41.22     0.10    20.83     1.12    10.73    89.95   259.32     0.00    22.91     0.19     3.06     3.37    57.51     0.08     0.00    35.44     0.00     0.94    74.06    35.02    82.34    93.00    68.40
 202010021900    62.27     0.91    18.05     2.75    10.50    99.50   295.52     0.13    17.49     1.93     6.15     5.68   107.02     0.25     0.00    32.43     0.00     2.27    74.01    29.38    80.13   110.65    62.75
 202010022000   132.92     1.72    16.56     6.16    10.28    98.34   332.94     0.35    17.18     6.71    21.15    10.74   167.74     0.55     0.00    26.83     0.00     3.82    67.56    22.92    68.76   130.88    64.46
 202010022100   240.86     1.88    16.23     9.24    10.14    90.24   351.58     0.51    18.79    11.68    48.46    18.42   255.02     0.53     0.00    22.38     0.00     5.81    57.32    19.90    65.37   131.84    89.66
 202010022200   365.73     7.18    16.46    12.18    10.17    87.93   339.66     1.01    18.61    22.36   111.62    30.98   409.40     0.53     0.24    20.18     0.00     6.84    54.75    19.80    61.88   111.64   104.47
 202010022300   536.79    56.31    16.60    14.52     9.91    89.98   332.57     3.69    14.13    45.05   197.88    49.60   510.45     1.00     0.49    20.26     0.00     6.17    54.14    19.01    63.23    96.42    82.43
 202010030000   748.20    89.34    16.09    21.53     9.64    90.14   333.20     9.30    11.17    78.91   239.90    99.19   639.34     1.46     0.62    20.38     0.00     5.96    49.88    17.75    62.79    87.97    55.53
 202010030100   790.48    63.78    15.86    30.99     9.45    87.75   311.35    18.31    10.75   119.31   212.12   121.27   754.33     2.40     2.87    20.39     0.52     7.82    46.43    16.64    60.13    84.99    43.70
 202010030200   580.52    31.02    17.13    49.46     9.58    85.87   297.84    25.31    16.88   155.95   131.56   115.80   721.59     3.24     4.66    22.13     1.16    12.23    46.51    19.37    62.12    86.63    54.15
 202010030300   310.85    15.23    33.49    56.22    13.21    95.14   296.00    22.02    23.36   128.57    76.29    81.46   501.81     3.44     3.79    38.44     0.81    10.24    78.54    41.07   105.98   102.34    76.80
 202010030400   171.25    17.52    55.48    49.35    30.32   165.78   286.20    17.53    16.83    90.08    68.32    49.34   289.73     3.22     3.60    51.31     1.05     8.67    97.56    60.06   187.98   120.27    64.08
 202010030500   151.10    18.64    56.16    42.51    37.72   282.38   292.42    14.39    13.23    65.22    76.40    40.56   190.31     3.51     3.77    48.67     1.54     7.70    82.01    55.26   203.95   158.14    46.22
 202010030600   154.33    13.56    62.19    38.27    46.03   334.79   331.36    13.29    12.64    49.33    64.79    42.05   168.81     4.43     4.06    53.75     1.92     7.59    76.63    56.46   207.56   222.34    39.61
 202010030700   125.40    10.09    70.48    37.68    53.25   371.98   418.55    12.62    13.02    43.55    46.16    37.62   155.55     3.79     3.69    70.76     1.71     7.21   109.82    87.75   227.76   255.47    42.24
 202010030800    87.45     8.65    65.87    35.89    49.16   411.90   568.75    10.72    10.63    38.37    35.92    31.17   120.58     3.59     3.06    72.03     1.80     6.55   119.77   103.28   237.48   275.91    34.64
 202010030900    66.21     8.09    59.37    34.07    41.94   411.17   735.23     9.19     8.98    34.45    32.21    27.33    95.55     3.64     2.84    65.85     1.82     5.67    99.84    81.08   228.70   301.79    27.89
 202010031000    57.94     7.71    47.73    31.40    34.88   376.04   840.40     8.34     7.88    31.50    30.87    25.72    80.94     3.73     2.79    47.88     1.76     5.35    78.35    51.26   199.83   316.96    23.48
 202010031100    55.31     7.55    34.16    30.10    27.50   307.93   870.76     8.10     7.16    29.49    30.07    25.33    75.02     3.65     2.55    29.80     1.79     5.14    58.51    30.87   151.15   280.44    21.21
 202010031200    53.83     7.40    24.77    29.25    19.51   213.98   861.71     8.14     6.91    28.69    29.46    25.09    71.74     3.62     2.40    21.49     1.82     4.97    47.51    21.70   107.49   213.86    19.78
 202010031300    52.72     7.26    19.62    28.70    15.02   145.15   774.14     8.35     6.73    28.24    28.92    24.81    69.62     3.60     2.30    17.74     1.83     4.83    39.92    18.29    78.48   149.74    18.53
 202010031400    51.70     7.12    17.42    28.43    12.48   108.84   650.98     8.51     6.58    27.88    28.44    24.55    67.61     3.58     2.21    16.92     1.83     4.69    36.60    17.29    61.16   109.26    17.63
 202010031500    50.68     7.04    15.88    28.19    11.30    94.43   533.67     8.65     6.44    27.66    27.96    24.31    65.73     3.55     2.15    16.44     1.84     4.59    34.97    16.81    53.86    85.72    17.15
 202010031600    49.69     6.93    15.24    28.04    10.85    88.98   437.90     8.67     6.30    27.27    27.45    24.03    63.95     3.51     2.08    16.07     1.83     4.49    34.21    16.46    49.50    74.70    16.74
 202010031700    48.68     6.81    14.95    27.89    10.62    86.10   365.06     8.70     6.16    27.02    26.99    23.89    62.22     3.49     2.04    15.74     1.80     4.40    33.57    16.12    46.39    68.43    16.35
 202010031800    47.69     6.69    14.69    27.69    10.41    84.12   317.96     8.75     6.03    26.74    26.51    23.57    60.59     3.47     1.99    15.41     1.78     4.32    32.94    15.80    44.14    65.31    15.97
 202010031900    46.73     6.57    14.48    27.36    10.19    82.63   293.23     8.81     5.90    26.33    26.02    23.25    58.98     3.43     1.97    15.10     1.76     4.23    32.34    15.49    42.85    63.55    15.61
 202010032000    45.80     6.45    14.34    27.01    10.04    81.27   279.31     8.82     5.77    25.88    25.54    22.96    57.46     3.39     1.97    14.86     1.73     4.16    31.78    15.24    42.13    62.34    15.26
 202010032100    44.89     6.36    14.50    26.75    10.47    80.54   273.97     8.84     5.65    25.49    25.08    22.61    56.00     3.34     1.94    14.78     1.70     4.09    31.61    15.63    41.99    61.27    14.99
 202010032200    44.06     6.25    14.51    26.48    10.77    80.79   287.52     8.81     5.53    25.09    24.63    22.35    54.72     3.30     1.90    14.46     1.67     4.03    31.02    15.26    42.07    60.66    14.67
 202010032300    43.18     6.14    14.10    26.12    10.30    80.35   322.43     8.78     5.41    24.61    24.18    22.01    53.60     3.24     1.86    14.09     1.65     3.96    30.34    14.75    41.31    61.01    14.30
 202010040000    42.25     6.03    14.45    25.76     9.82    78.01   381.96     8.71     5.30    24.15    23.74    21.67    52.11     3.19     1.83    13.72     1.64     3.89    29.75    14.26    41.23    60.21    13.96
 202010040100    41.41     5.92    13.65    25.43     9.32    76.28   439.41     8.67     5.19    23.73    23.31    21.36    50.83     3.15     1.80    13.39     1.62     3.81    29.15    13.87    39.79    58.30    13.65
 202010040200    40.59     5.82    13.32    25.08     9.02    74.29   498.07     8.62     5.08    23.34    22.98    21.05    49.60     3.13     1.76    13.10     1.59     3.74    28.60    13.59    38.77    56.49    13.36
 202010040300    39.82     5.72    12.90    24.69     8.82    72.92   503.45     8.55     4.97    22.99    22.61    20.71    48.42     3.08     1.73    12.82     1.56     3.67    28.07    13.33    37.79    55.15    13.07
 202010040400    39.08     5.62    12.77    24.33     8.68    71.46   447.90     8.47     4.87    22.64    22.17    20.37    47.27     3.05     1.70    12.57     1.54     3.61    27.58    13.09    37.35    53.92    12.80
 202010040500    38.38     5.53    13.84    23.97     8.65    71.39   377.36     8.40     4.77    22.30    21.78    20.04    46.18     3.01     1.67    12.45     1.54     3.54    27.13    12.95    38.92    52.81    12.54
 202010040600    37.75     5.43    13.97    23.63     8.90    75.36   329.47     8.36     4.67    21.92    21.40    19.69    45.21     2.97     1.64    12.23     1.52     3.47    26.69    12.80    39.72    51.77    12.28
 202010040700    37.07     5.34    13.21    23.30     8.64    77.50   309.61     8.30     4.58    21.55    21.02    19.35    44.38     2.93     1.61    11.94     1.49     3.41    26.24    12.55    38.64    51.60    12.04
 202010040800    36.37     5.25    12.67    22.95     8.34    72.89   297.64     8.23     4.48    21.17    20.66    19.01    43.15     2.89     1.58    11.66     1.47     3.35    25.81    12.26    37.23    51.04    11.81
 202010040900    35.73     5.16    13.06    22.59     8.04    69.20   292.93     8.15     4.39    20.80    20.31    18.70    42.12     2.86     1.55    11.42     1.44     3.29    25.40    11.99    36.96    49.89    11.58
 202010041000    35.11     5.08    12.12    22.22     7.81    66.82   291.19     8.05     4.30    20.45    19.96    18.41    41.13     2.82     1.52    11.21     1.41     3.23    24.99    11.77    35.40    48.60    11.35
 202010041100    34.50     5.00    11.97    21.90     7.73    64.82   287.91     7.99     4.22    20.10    19.62    18.10    40.20     2.79     1.50    11.00     1.39     3.17    24.59    11.58    34.44    47.57    11.13
 202010041200    33.90     4.91    12.62    21.59     8.70    65.40   283.67     7.91     4.13    19.76    19.39    17.80    39.29     2.75     1.47    10.80     1.37     3.11    24.20    11.38    34.66    46.65    10.91
 202010041300    35.84     5.20    12.99    21.29    10.49    71.62   283.78     9.13     4.14    19.57    21.61    18.13    39.12     2.84     1.45    11.16     1.41     3.06    24.16    12.46    35.94    46.45    11.71
 202010041400    48.17    10.68    13.61    22.07     9.15    73.68   297.90    14.07    10.20    21.47    36.28    22.50    42.28     4.11     3.46    14.28     3.00     7.00    28.12    17.78    44.71    48.11    15.68
 202010041500    62.40    10.45    15.87    26.48     8.75    73.75   326.14    17.65    16.24    26.37    40.59    30.12    54.85     6.41     3.46    16.31     4.15    10.36    34.86    19.38    56.85    52.69    33.33
 202010041600    65.87     7.55    22.60    31.66    10.37    88.11   374.19    15.72    19.84    31.91    32.36    32.89    66.35     5.75     5.44    18.50     3.96    10.78    41.35    19.28    67.05    70.28    40.90
 202010041700    53.74     5.85    23.17    35.17    12.91   115.34   381.96    12.44    24.52    31.95    24.37    25.64    56.50     6.96     5.30    20.60     3.96    13.74    48.77    26.01    73.96    83.83    49.34
 202010041800    38.87     4.88    19.08    33.66    10.22   126.13   379.20     9.03    20.40    27.43    19.27    19.20    44.43     5.02     3.48    19.94     2.44     9.95    63.15    28.06    68.34    90.04    50.79
 202010041900    22.84     0.63     8.55    24.64     4.28   104.27   369.40     2.73     9.61    18.66     7.72     9.50    29.74     2.25     3.00     9.47     1.09     4.84    47.22    13.74    44.80    89.49    28.77
 202010042000     9.25     0.19     4.69    14.61     1.79    57.89   369.96     0.96     4.41     8.19     1.80     1.00    11.72     1.23     2.10     3.62     0.52     2.81    24.01     5.74    25.02    80.53    15.50
 202010042100     1.38     0.01     1.94     8.41     0.46    23.49   367.06     0.15     1.21     4.13     0.48     0.21     1.99     0.74     1.56     0.71     0.25     1.72     9.98     1.44    14.21    51.92     9.07
 202010042200     0.31     0.00     0.54     4.21     0.04     8.14   271.86     0.04     0.04     1.80     0.21     0.00     0.34     0.34     1.40     0.10     0.05     0.82     3.79     0.29     7.40    24.55     4.86
 202010042300     0.06     0.00     0.06     1.83     0.00     2.00   159.86     0.00     0.00     0.66     0.04     0.00     0.03     0.19     0.82     0.03     0.00     0.38     1.22     0.00     3.93    10.32     1.87
 202010050000     0.00     0.00     0.00     0.53     0.00     0.32    76.64     0.00     0.00     0.24     0.00     0.00     0.00     0.03     0.44     0.00     0.00     0.10     0.05     0.00     2.29     4.43     0.70
 202010050100     0.00     0.00     0.00     0.05     0.00     0.09    36.24     0.00     0.00     0.04     0.00     0.00     0.00     0.00     0.25     0.00     0.00     0.00     0.00     0.00     1.07     1.65     0.05
 202010050200     0.00     0.00     0.00     0.00     0.00     0.00    16.32     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.62     0.32     0.00
 202010050300     0.00     0.00     0.00     0.00     0.00     0.00     7.40     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.33     0.00     0.00
 202010050400     0.00     0.00     0.00     0.00     0.00     0.00     3.89     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.00     0.00
 202010050500     0.00     0.00     0.00     0.00     0.00     0.00     2.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010050600     0.00     0.00     0.00     0.00     0.00     0.00     0.87     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010050700     0.00     0.00     0.00     0.00     0.00     0.00     0.34     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010050800     0.00     0.00     0.00     0.00     0.00     0.00     0.24     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010050900     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010051000     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
